pagina,opinion,estrellas
28,"No llego a enteder que sea uno de los libros mas vendidos.... es una pena, habiendo verdaderas obras de arte, y libros buenisimos de este o cualquier otro tema, que esta genial para quien le guste.... pero no para que lo metan en la sopa.... si sigo encontrarme este libro por ahi..... ufff !!!",1
28,"A mi me ha gustado, y mucho!No es soez, ni sordida, si habla mucho con su subconsciente, pero quiza eso es lo que la hace facil de leer y que enganche.Su manera de lidiar con otro mundo inexplorado y opuesto a ello es muy divertido, a mi me ha gustado y me ha durado 3 dias.",5
28,"Gracias por vuestras opiniones. Estaba dudando si comprarlo, ya que aunque me olía a fiasco estaba armando tanto revuelo que pensé que lo bajaría en kindle para ver que tal era. Pero a la vista de vuestras opiniones mis sospechas se han confirmado ya se me han pasado las ganas. Mejor me leo algún olé de Mortadelo y Filemón, seguro que tiene mejores diálogos. ¡Gracias!",1
28,"Reconozco que he caído en la tentación y me he comprado este libro. Hace más de un mes y en papel, porque su precio en ebook me parece indecente. Soy de las que piensa  que un ebook nunca debería valer más de cinco euros.En cuanto al libro en sí, me ha decepcionado. Estoy completamente segura que si en vez de una temática bondage, la autora aborda otra más casta, no estaría a la venta en ningún sitio. ¿Alguien me puede explicar qué tiene de adictivo fuera del morbo que pueda producir en algunas personas? Los personajes son incoherentes y la narración se hace monótona y repetitiva.Sinceramente, no he encontrado nada que justifique un mínimo éxito más allá de su aproximación al BDSM.",1
28,"No me ha resultado creíble el argumento y ni la historia me ha enganchado demasiado.De todos modos, si he de ser sincero, me ha dado la sensación de que la propuesta era interesante pero le ha faltado algo de fortuna en su desarrollo.",3
28,"Creo haberlo comentado en alguna otra ocasión, pero si no es así, ésta es buena para ello: no pienso comprar un solo libro que cueste más allá de 3 euros... 4 como excepción.He entrado a leer la reseña de éste por curiosidad sin haberme fijado antes en su precio. No es la primera vez que me pasa: me llama algo la atención y entro a mirarlo. Pero 8 ó 10 e incluso 15 euros por un ebook me parece tan excesivo, tan de robo, que no pienso comprar ni uno. No puede ser que un libro en papel valga 20 ó 24 euros (que también me parece exagerado) y que uno electrónico cueste la mitad o más.Soy lectora empedernida, intento dar paso a escritores noveles y vida a los veteranos, pero no pienso pagar ni siquiera 5 euros por un libro electrónico por mucho que se empeñen las editoriales. Al final, como los cines, tendrán que cerrar por tozudos.",1
28,"Lo malo de este libro no es que hable de sadomasoquismo, que eso allá cada cual con lo que haga con su cuerpo, ni que sea porno, que es muy respetable, sino lo pésimamente escrito que está. La protagonista no hace más que fruncir el ceño, arquear la ceja, morderse el labio, poner los ojos en blanco, pensar en la ""diosa que lleva dentro"", en su subconsciente, que le recuerda lo lerda que es... Es como si la autora careciera de vocabulario y no fuera capaz de expresar nada más que obviedades y frases hechas, siempre las mismas. La novela al final se hace muy repetitiva con las dudas sobre el ""contrato"" que han de firmar los protagonistas. En el fondo, aquí no hay nada de sadomasoquismo, en todo caso es algo así como muy light y políticamente correcto. Es una novela romántica pura y dura, con algunas escenas sexualmente explícitas. En todo lo demás, sigue esquemas ya vistos, como el de Crepúsculo, novela a la cual copia casi literal, cambiando lo del vampirismo por el sado.La protagonista solo al final tiene un breve destello de inteligencia, pero en el resto del libro se comporta como si fuera boba, sumisa, pasiva, sin personalidad. Que guste un libro así a mujeres del siglo XXI, donde el modelo es un hombre dominante, celoso y controlador, que encima pega (maltratador), y la mujer una sumisa, que se ruboriza cinco o seis veces en cada página, demuestra graves carencias intelectuales y culturales (no sabe ni lo que es un planeador), necesita que un hombre le enseñe todo, es pura e inocente, no puede disponer ni de su propio placer que ha de ser siempre para ""su amo""... da qué pensar...",1
28,"Debería de llamarse ""La Diosa que llevo dentro"". La protagonista no llega articular ninguna oración inteligente, prácticamente no habla nada interesante, solo piensa para sus adentros y aún así es parca. Además, me parece muy raro que una chica virgen, o con poca experiencia, y tan inocente se acueste con un sado masoquista y no salga corriendo a la primera de cambio. Umm¿Qué pasaría si Grey hubiese sido un pobre diablo en paro? Seguramente el libro no hubiese gozado de tanta popularidad.",1
28,"El libro me lo prestó una amiga. Es pesado, demasiado lento,no dice nada, la tematica aburre y en cuanto calidad literaria basura. No obstante hay que tener en cuenta que va enfocado a un publico femenino que busca abrir su mente a nuevas experiencias.",2
29,No merece la pena ni comentarlo. Pura basura. Diría que es lo peor que he leído en la vida. Soporífero en todos los sentidos.,1
29,"Debí leer las críticas a este libro antes de comprarlo. No entiendo como puede tener tanto éxito... La historia es floja, los diálogos no son creíbles y muchas frases son inconexas y cortas. Ha sido como leer el diario de una hermana adolescente.Quizá se deba a una mala traducción, aunque creo que han intervenido tres personas en ello. Simplemente, está mal escrito o el estilo de la autora está muy alejado de mi manera de entender la redacción.No he sido capaz de acabarlo.",1
29,"Solo puedo decir de este libro que es ""refrescante"". Una lectura desenfadada, pero sin argumento que me haya interesdo.Para leer entre lectura y lectura que te haya tenido sumergida en un buen tema  profundo.Ni pena ni gloria. Por lo menos se agradece la agilidad con que está escrito.Después de la publicidad que le han dado, eperaba una buena novela. No ha sido así.",1
29,"Un buen libro, fácil de leer y entretenido. Pasas un buen rato y te introduces de pleno en la trama.",5
29,"Me ha encantado. He leído toda la trilogía en menos de una semana porque como digo en el título, engancha y mucho. Obviamente no es una obra de arte de la literatura, pero sinceramente, me ha sorprendido muchísimo. A lo largo de una trama simple que se puede ir complicando y resolviendo por momentos, logra que no puedas dejar el libro de lado.Recomendadísimo",5
29,"he leido este libro en papel porque se lo ha comprado mi hermana y a las dos nos ha parecido una tomadura de pelo, ni de broma me leo los otros dos",1
29,"Este libro me ha ofrecido una reflexión fresca y sensual sobre el amor compartido, hasta donde es dominar, o entregarse?, por qué no experimentar y ampliar sensaciones?",5
29,"si ya traducen mal el titulo, que se puede esperar?50 shades of Grey, seria 50 MATICES de Gris (y se lo toma como un nombre)",1
29,"Si quieres: ""libro de palomitas, para leer en la piscina o en la playa -sin importarte mojarlo- , que te ""caliente"" aún más tus días de verano (o de invierno), que te haga evadirte de tus problemas, con prosa sencilla pero que te produce sensaciones excitantes, si estas dispuesto a no pedir mucho ademas de todo lo anterior y de ser transigente con los constantes errores (repeticiones en la forma de escribir):  elige ESTE (le doy un 10 para eso, te lo pasaras de BIEN a BOMBA ...:P)El problema es que yo no buscaba esto.",1
29,"Me gustaria decirle a Jesuo que me ha impresionado de verdad su seminario sobre el mundo del BDSM y del ""subespacio"". Dios mío, pero no hacía falta que terminase el libro. ¡No era necesario!. La literatura está para pasar un buen rato y ya está. Y es una verdad universalmente conocida que lo que gusta a medio mundo no tiene porqué gustar al otro medio. A mí me apasiona Jane Austen, Thomas Hardy, Balzac, etc., pero no puedo con Dickens, y no se me ocurriría nunca decir que es malo! Por el amor de Dios! Yo me lo he pasado bien con las cincuenta sombras y me importa un comino si no nos muestra el mundo del BDSM al pie de la letra. Y lo vuelvo a repetir: Nadie está obligado a terminar un libro.Muchas gracias.",5
30,"Lo que me ha ocurrido con este pedido no tiene justificación alguna. Resulta que el día que se acercó el repartidor de UPS a mi domicilio para entregarme el libro no había nafie en casa, y al muchacho se le ocurrió tirarlo por la ventana de la cocina. Craso error, rompió el robot de cocina y la batidora y además el libro acabó mojado. Después de 8 días intentando encontrar una solución al problema (5 llamadas y 3 mails) sigo con 6.65€ menos sin batidora y sin robot de cocina. Bochornoso lo de UPS y peor servicio de atención al cliente de Amazon. Le doy 1 estrella porque no le puedo dar ninguna. Que vergüenza de Amazon y UPS",1
30,"Es una historia muy, muy intensa en todos los sentidos. Sé que es una trilogía que ha causado controversia, pero me parece que es increíble. Los personajes me encantan, cada uno por motivos distintos. Anastasia: tiene muchas inseguridades, pero por dentro es mucho más fuerte de lo que parece. Grey: qué decir? Es enigmático, controlador... y un sinfín de cosas más. Es un personaje misterioso que da mucho jugo a la historia. Pese a todas las sombras que le rodean, creo que hay muchas cosas buenas en su interior y estoy deseando seguir leyendo para descubrirlo.El tema principal, admito que me deja atónita, pues es algo que desconozco por completo... el sado y todo lo que implica, pero aunque he leído muchas cosas al respecto, tengo que decir que ante todo se basa en el control y la seguridad por encima de todo... creo que se habla más de eso que las propias escenas, que son muy eróticas, pero tampoco tan escandalosas que de miedo leerlas.El amor trasluce tímidamente y estoy segura de que florecerá a lo largo de la segunda y tercera parte. Y dicho esto, recomiendo esta historia, porque yo no he podido dejar de leerla, te atrapa y desde luego, se graba a fuego en tu mente.",5
30,"Sobre todo creo que ya era hora de tener un best seller como este a un precio mas o menos asequible.Del libro me reservo  mi opinion, del fomrato sin embargo creo que es perfecto para este libro que se lee en tres horas.",4
30,El producto vino embalado de una forma en la que no se dañaría por ningún motivo. El libro estaba en perfectas condiciones.,5
30,"A mi concreto me gusta este libro mucho me he leído todos y me encantan, 50 sombras aun mas oscuras a mi me a echo rorar y con un poco de aventura lo mismo que liberadas.Si les el primero que es muy fuerte los siguientes a este te van a enamorar.",4
